Balancing Authority,Data Date,Hour Number,Local Time at End of Hour,UTC Time at End of Hour,Demand Forecast (MW),Demand (MW),Net Generation (MW),Total Interchange (MW),Sum(Valid DIBAs) (MW),Demand (MW) (Imputed),Net Generation (MW) (Imputed),Total Interchange (MW) (Imputed),Demand (MW) (Adjusted),Net Generation (MW) (Adjusted),Total Interchange (MW) (Adjusted),Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower Excluding Pumped Storage,Net Generation (MW) from Pumped Storage,Net Generation (MW) from Solar without Integrated Battery Storage,Net Generation (MW) from Solar with Integrated Battery Storage,Net Generation (MW) from Wind without Integrated Battery Storage,Net Generation (MW) from Wind with Integrated Battery Storage,Net Generation (MW) from Battery Storage,Net Generation (MW) from Other Energy Storage,Net Generation (MW) from Unknown Energy Storage,Net Generation (MW) from Geothermal,Net Generation (MW) from Other Fuel Sources,Net Generation (MW) from Unknown Fuel Sources,Net Generation (MW) from Coal (Imputed),Net Generation (MW) from Natural Gas (Imputed),Net Generation (MW) from Nuclear (Imputed),Net Generation (MW) from All Petroleum Products (Imputed),Net Generation (MW) from Hydropower Excluding Pumped Storage (Imputed),Net Generation (MW) from Pumped Storage (Imputed),Net Generation (MW) from Solar without Integrated Battery Storage (Imputed),Net Generation (MW) from Solar with Integrated Battery Storage (Imputed),Net Generation (MW) from Wind without Integrated Battery Storage (Imputed),Net Generation (MW) from Wind with Integrated Battery Storage (Imputed),Net Generation (MW) from Battery Storage (Imputed),Net Generation (MW) from Other Energy Storage (Imputed),Net Generation (MW) from Unknown Energy Storage (Imputed),Net Generation (MW) from Geothermal (Imputed),Net Generation (MW) from Other Fuel Sources (Imputed),Net Generation (MW) from Coal (Adjusted),Net Generation (MW) from Natural Gas (Adjusted),Net Generation (MW) from Nuclear (Adjusted),Net Generation (MW) from All Petroleum Products (Adjusted),Net Generation (MW) from Hydropower Excluding Pumped Storage (Adjusted),Net Generation (MW) from Pumped Storage  (Adjusted),Net Generation (MW) from Solar without Integrated Battery Storage (Adjusted),Net Generation (MW) from Solar witho Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind without Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind with Integrated Battery Storage (Adjusted),Net Generation (MW) from Battery Storage (Adjusted),Net Generation (MW) from Other Energy Storage (Adjusted),Net Generation (MW) from Unknown Energy Storage (Adjusted),Net Generation (MW) from Geothermal (Adjusted),Net Generation (MW) from Other Fuel Sources (Adjusted),Region
AECI,7/5/2024,10,7/5/2024 10:00,7/5/2024 15:00,2427,2629,2938,309,309,,,,2629,2938,309,1534,1044,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,1534,1044,,,,,,,360,,,,,,,MIDW
AECI,7/5/2024,11,7/5/2024 11:00,7/5/2024 16:00,2564,2846,3246,400,400,,,,2846,3246,400,1834,1133,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,1834,1133,,,,,,,279,,,,,,,MIDW
AECI,7/5/2024,12,7/5/2024 12:00,7/5/2024 17:00,2744,3002,3330,328,328,,,,3002,3330,328,1884,1156,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,1884,1156,,,,,,,290,,,,,,,MIDW
AECI,7/5/2024,13,7/5/2024 13:00,7/5/2024 18:00,2925,3125,3397,272,272,,,,3125,3397,272,1904,1155,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,1904,1155,,,,,,,338,,,,,,,MIDW
AECI,7/5/2024,14,7/5/2024 14:00,7/5/2024 19:00,3101,3193,3504,311,311,,,,3193,3504,311,1946,1216,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,1946,1216,,,,,,,342,,,,,,,MIDW
AECI,7/5/2024,15,7/5/2024 15:00,7/5/2024 20:00,3249,3255,3495,240,240,,,,3255,3495,240,1968,1227,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,1968,1227,,,,,,,300,,,,,,,MIDW
AECI,7/5/2024,16,7/5/2024 16:00,7/5/2024 21:00,3344,3281,3414,133,133,,,,3281,3414,133,1962,1233,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,1962,1233,,,,,,,219,,,,,,,MIDW
AECI,7/5/2024,17,7/5/2024 17:00,7/5/2024 22:00,3430,3342,3423,81,81,,,,3342,3423,81,1963,1231,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,1963,1231,,,,,,,229,,,,,,,MIDW
AECI,7/5/2024,18,7/5/2024 18:00,7/5/2024 23:00,3456,3346,3431,85,85,,,,3346,3431,85,1979,1233,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,1979,1233,,,,,,,219,,,,,,,MIDW
AECI,7/5/2024,19,7/5/2024 19:00,7/6/2024 0:00,3358,3259,3392,133,133,,,,3259,3392,133,1963,1235,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,1963,1235,,,,,,,194,,,,,,,MIDW
AECI,7/5/2024,20,7/5/2024 20:00,7/6/2024 1:00,3157,3060,3254,194,194,,,,3060,3254,194,1900,1212,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,1900,1212,,,,,,,142,,,,,,,MIDW
AECI,7/5/2024,21,7/5/2024 21:00,7/6/2024 2:00,2933,2805,3089,284,284,,,,2805,3089,284,1844,1160,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,1844,1160,,,,,,,85,,,,,,,MIDW
AECI,7/5/2024,22,7/5/2024 22:00,7/6/2024 3:00,2784,2644,2986,342,342,,,,2644,2986,342,1799,1146,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,1799,1146,,,,,,,41,,,,,,,MIDW
AECI,7/5/2024,23,7/5/2024 23:00,7/6/2024 4:00,2549,2465,2887,422,422,,,,2465,2887,422,1882,983,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,1882,983,,,,,,,22,,,,,,,MIDW
AECI,7/5/2024,24,7/6/2024 0:00,7/6/2024 5:00,2289,2212,2706,494,494,,,,2212,2706,494,1760,929,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,1760,929,,,,,,,17,,,,,,,MIDW
AECI,7/6/2024,1,7/6/2024 1:00,7/6/2024 6:00,2057,1982,2298,316,316,,,,1982,2298,316,1453,832,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,1453,832,,,,,,,13,,,,,,,MIDW
AECI,7/6/2024,2,7/6/2024 2:00,7/6/2024 7:00,1892,1812,2122,310,310,,,,1812,2122,310,1296,813,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,1296,813,,,,,,,13,,,,,,,MIDW
AECI,7/6/2024,3,7/6/2024 3:00,7/6/2024 8:00,1797,1715,2018,303,303,,,,1715,2018,303,1208,798,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,1208,798,,,,,,,12,,,,,,,MIDW
AECI,7/6/2024,4,7/6/2024 4:00,7/6/2024 9:00,1731,1624,1943,319,319,,,,1624,1943,319,1184,740,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,1184,740,,,,,,,19,,,,,,,MIDW
AECI,7/6/2024,5,7/6/2024 5:00,7/6/2024 10:00,1694,1609,1904,295,295,,,,1609,1904,295,1188,689,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,1188,689,,,,,,,27,,,,,,,MIDW
AECI,7/6/2024,6,7/6/2024 6:00,7/6/2024 11:00,1695,1603,1911,308,308,,,,1603,1911,308,1185,698,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1185,698,,,,,,,28,,,,,,,MIDW
AECI,7/6/2024,7,7/6/2024 7:00,7/6/2024 12:00,1730,1648,1959,311,311,,,,1648,1959,311,1167,752,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,1167,752,,,,,,,40,,,,,,,MIDW
AECI,7/6/2024,8,7/6/2024 8:00,7/6/2024 13:00,1897,1808,1979,171,171,,,,1808,1979,171,1117,793,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,1117,793,,,,,,,69,,,,,,,MIDW
AECI,7/6/2024,9,7/6/2024 9:00,7/6/2024 14:00,2127,2098,2197,99,99,,,,2098,2197,99,1390,770,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,1390,770,,,,,,,37,,,,,,,MIDW
AECI,7/6/2024,10,7/6/2024 10:00,7/6/2024 15:00,2357,2400,2635,235,235,,,,2400,2635,235,1724,909,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1724,909,,,,,,,2,,,,,,,MIDW
AECI,7/6/2024,11,7/6/2024 11:00,7/6/2024 16:00,2589,2690,2936,246,246,,,,2690,2936,246,1799,1125,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,1799,1125,,,,,,,12,,,,,,,MIDW
AECI,7/6/2024,12,7/6/2024 12:00,7/6/2024 17:00,2819,2958,3018,60,60,,,,2958,3018,60,1833,1153,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,1833,1153,,,,,,,32,,,,,,,MIDW
AECI,7/6/2024,13,7/6/2024 13:00,7/6/2024 18:00,3043,3179,3234,55,55,,,,3179,3234,55,1968,1246,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1968,1246,,,,,,,20,,,,,,,MIDW
AECI,7/6/2024,14,7/6/2024 14:00,7/6/2024 19:00,3248,3352,3279,-73,-73,,,,3352,3279,-73,1949,1307,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,1949,1307,,,,,,,23,,,,,,,MIDW
AECI,7/6/2024,15,7/6/2024 15:00,7/6/2024 20:00,3420,3490,3294,-196,-196,,,,3490,3294,-196,1969,1303,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,1969,1303,,,,,,,22,,,,,,,MIDW
AECI,7/6/2024,16,7/6/2024 16:00,7/6/2024 21:00,3557,3635,3305,-330,-330,,,,3635,3305,-330,1940,1300,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,1940,1300,,,,,,,65,,,,,,,MIDW
AECI,7/6/2024,17,7/6/2024 17:00,7/6/2024 22:00,3662,3725,3398,-327,-327,,,,3725,3398,-327,1966,1301,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,1966,1301,,,,,,,131,,,,,,,MIDW
AECI,7/6/2024,18,7/6/2024 18:00,7/6/2024 23:00,3702,3794,3466,-328,-328,,,,3794,3466,-328,1974,1300,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,1974,1300,,,,,,,192,,,,,,,MIDW
AECI,7/6/2024,19,7/6/2024 19:00,7/7/2024 0:00,3623,3716,3403,-313,-313,,,,3716,3403,-313,1880,1298,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,1880,1298,,,,,,,225,,,,,,,MIDW
AECI,7/6/2024,20,7/6/2024 20:00,7/7/2024 1:00,3397,3464,3377,-87,-87,,,,3464,3377,-87,1913,1296,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,1913,1296,,,,,,,168,,,,,,,MIDW
AECI,7/6/2024,21,7/6/2024 21:00,7/7/2024 2:00,3108,3178,3331,153,153,,,,3178,3331,153,1957,1206,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,1957,1206,,,,,,,168,,,,,,,MIDW
AECI,7/6/2024,22,7/6/2024 22:00,7/7/2024 3:00,2924,2948,3224,276,276,,,,2948,3224,276,1710,1048,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,1710,1048,,,,,,,466,,,,,,,MIDW
AECI,7/6/2024,23,7/6/2024 23:00,7/7/2024 4:00,2712,2716,2884,168,168,,,,2716,2884,168,1558,904,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,1558,904,,,,,,,422,,,,,,,MIDW
AECI,7/6/2024,24,7/7/2024 0:00,7/7/2024 5:00,2435,2433,2631,198,198,,,,2433,2631,198,1545,917,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,1545,917,,,,,,,169,,,,,,,MIDW
AECI,7/7/2024,1,7/7/2024 1:00,7/7/2024 6:00,2160,2180,2433,253,253,,,,2180,2433,253,1387,818,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,1387,818,,,,,,,228,,,,,,,MIDW
AECI,7/7/2024,2,7/7/2024 2:00,7/7/2024 7:00,1988,1986,2235,249,249,,,,1986,2235,249,1176,678,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,1176,678,,,,,,,381,,,,,,,MIDW
AECI,7/7/2024,3,7/7/2024 3:00,7/7/2024 8:00,1876,1858,2098,240,240,,,,1858,2098,240,1087,714,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,1087,714,,,,,,,297,,,,,,,MIDW
AECI,7/7/2024,4,7/7/2024 4:00,7/7/2024 9:00,1794,1771,2035,264,264,,,,1771,2035,264,1001,649,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,1001,649,,,,,,,385,,,,,,,MIDW
AECI,7/7/2024,5,7/7/2024 5:00,7/7/2024 10:00,1757,1709,1945,236,236,,,,1709,1945,236,797,648,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,797,648,,,,,,,500,,,,,,,MIDW
AECI,7/7/2024,6,7/7/2024 6:00,7/7/2024 11:00,1741,1686,1873,187,187,,,,1686,1873,187,682,652,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,682,652,,,,,,,539,,,,,,,MIDW
AECI,7/7/2024,7,7/7/2024 7:00,7/7/2024 12:00,1782,1723,1851,128,128,,,,1723,1851,128,661,761,,,,,,,429,,,,,,,,,,,,,,,,,,,,,,,661,761,,,,,,,429,,,,,,,MIDW
AECI,7/7/2024,8,7/7/2024 8:00,7/7/2024 13:00,1975,1942,1920,-22,-22,,,,1942,1920,-22,918,745,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,918,745,,,,,,,257,,,,,,,MIDW
AECI,7/7/2024,9,7/7/2024 9:00,7/7/2024 14:00,2262,2229,2215,-14,-14,,,,2229,2215,-14,1237,796,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,1237,796,,,,,,,182,,,,,,,MIDW
AECI,7/7/2024,10,7/7/2024 10:00,7/7/2024 15:00,2538,2509,2655,146,146,,,,2509,2655,146,1507,923,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,1507,923,,,,,,,225,,,,,,,MIDW
AECI,7/7/2024,11,7/7/2024 11:00,7/7/2024 16:00,2774,2724,2943,219,219,,,,2724,2943,219,1794,1030,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,1794,1030,,,,,,,119,,,,,,,MIDW
AECI,7/7/2024,12,7/7/2024 12:00,7/7/2024 17:00,3008,2919,3087,168,168,,,,2919,3087,168,1838,1183,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,1838,1183,,,,,,,66,,,,,,,MIDW
AECI,7/7/2024,13,7/7/2024 13:00,7/7/2024 18:00,3218,3085,3260,175,175,,,,3085,3260,175,1948,1307,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1948,1307,,,,,,,5,,,,,,,MIDW
AECI,7/7/2024,14,7/7/2024 14:00,7/7/2024 19:00,3376,3180,3296,116,116,,,,3180,3296,116,1967,1308,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,1967,1308,,,,,,,21,,,,,,,MIDW
AECI,7/7/2024,15,7/7/2024 15:00,7/7/2024 20:00,3491,3215,3310,95,95,,,,3215,3310,95,1978,1300,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,1978,1300,,,,,,,32,,,,,,,MIDW
AECI,7/7/2024,16,7/7/2024 16:00,7/7/2024 21:00,3566,3322,3367,45,45,,,,3322,3367,45,1981,1307,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,1981,1307,,,,,,,79,,,,,,,MIDW
AECI,7/7/2024,17,7/7/2024 17:00,7/7/2024 22:00,3621,3422,3328,-94,-94,,,,3422,3328,-94,1941,1319,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,1941,1319,,,,,,,68,,,,,,,MIDW
AECI,7/7/2024,18,7/7/2024 18:00,7/7/2024 23:00,3643,3454,3406,-48,-48,,,,3454,3406,-48,1986,1385,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,1986,1385,,,,,,,35,,,,,,,MIDW
AECI,7/7/2024,19,7/7/2024 19:00,7/8/2024 0:00,3557,3343,3322,-21,-21,,,,3343,3322,-21,1897,1383,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,1897,1383,,,,,,,42,,,,,,,MIDW
AECI,7/7/2024,20,7/7/2024 20:00,7/8/2024 1:00,3386,3177,3338,161,161,,,,3177,3338,161,1905,1373,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,1905,1373,,,,,,,60,,,,,,,MIDW
AECI,7/7/2024,21,7/7/2024 21:00,7/8/2024 2:00,3141,2959,3274,315,315,,,,2959,3274,315,1946,1263,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,1946,1263,,,,,,,65,,,,,,,MIDW
AECI,7/7/2024,22,7/7/2024 22:00,7/8/2024 3:00,2972,2812,3194,382,382,,,,2812,3194,382,1959,1215,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1959,1215,,,,,,,20,,,,,,,MIDW
AECI,7/7/2024,23,7/7/2024 23:00,7/8/2024 4:00,2693,2532,2955,423,423,,,,2532,2955,423,1815,1110,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,1815,1110,,,,,,,30,,,,,,,MIDW
AECI,7/7/2024,24,7/8/2024 0:00,7/8/2024 5:00,2399,2264,2659,395,395,,,,2264,2659,395,1689,942,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1689,942,,,,,,,28,,,,,,,MIDW
AECI,7/8/2024,1,7/8/2024 1:00,7/8/2024 6:00,2106,2047,2471,424,424,,,,2047,2471,424,1506,936,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,1506,936,,,,,,,29,,,,,,,MIDW
AECI,7/8/2024,2,7/8/2024 2:00,7/8/2024 7:00,1958,1899,2325,426,426,,,,1899,2325,426,1379,906,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,1379,906,,,,,,,40,,,,,,,MIDW
AECI,7/8/2024,3,7/8/2024 3:00,7/8/2024 8:00,1858,1837,2228,391,391,,,,1837,2228,391,1357,868,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1357,868,,,,,,,3,,,,,,,MIDW
AECI,7/8/2024,4,7/8/2024 4:00,7/8/2024 9:00,1796,1789,2080,291,291,,,,1789,2080,291,1230,831,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,1230,831,,,,,,,19,,,,,,,MIDW
AECI,7/8/2024,5,7/8/2024 5:00,7/8/2024 10:00,1793,1774,2068,294,294,,,,1774,2068,294,1173,827,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,1173,827,,,,,,,68,,,,,,,MIDW
AECI,7/8/2024,6,7/8/2024 6:00,7/8/2024 11:00,1854,1865,2163,298,298,,,,1865,2163,298,1238,880,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,1238,880,,,,,,,45,,,,,,,MIDW
AECI,7/8/2024,7,7/8/2024 7:00,7/8/2024 12:00,1977,1970,2367,397,397,,,,1970,2367,397,1414,920,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,1414,920,,,,,,,33,,,,,,,MIDW
AECI,7/8/2024,8,7/8/2024 8:00,7/8/2024 13:00,2114,2138,2618,480,480,,,,2138,2618,480,1660,932,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,1660,932,,,,,,,26,,,,,,,MIDW
AECI,7/8/2024,9,7/8/2024 9:00,7/8/2024 14:00,2241,2301,2706,405,405,,,,2301,2706,405,1673,1023,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1673,1023,,,,,,,10,,,,,,,MIDW
AECI,7/8/2024,10,7/8/2024 10:00,7/8/2024 15:00,2391,2485,2867,382,382,,,,2485,2867,382,1711,1148,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1711,1148,,,,,,,8,,,,,,,MIDW
AECI,7/8/2024,11,7/8/2024 11:00,7/8/2024 16:00,2537,2734,3103,369,369,,,,2734,3103,369,1917,1177,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1917,1177,,,,,,,9,,,,,,,MIDW
AECI,7/8/2024,12,7/8/2024 12:00,7/8/2024 17:00,2699,2975,3311,336,336,,,,2975,3311,336,1923,1374,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,1923,1374,,,,,,,14,,,,,,,MIDW
AECI,7/8/2024,13,7/8/2024 13:00,7/8/2024 18:00,2841,3191,3413,222,222,,,,3191,3413,222,1911,1476,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,1911,1476,,,,,,,26,,,,,,,MIDW
AECI,7/8/2024,14,7/8/2024 14:00,7/8/2024 19:00,2961,3333,3512,179,179,,,,3333,3512,179,1921,1563,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1921,1563,,,,,,,28,,,,,,,MIDW
AECI,7/8/2024,15,7/8/2024 15:00,7/8/2024 20:00,3057,3324,3460,136,136,,,,3324,3460,136,1799,1610,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,1799,1610,,,,,,,50,,,,,,,MIDW
AECI,7/8/2024,16,7/8/2024 16:00,7/8/2024 21:00,3119,3252,3432,180,180,,,,3252,3432,180,1742,1613,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,1742,1613,,,,,,,77,,,,,,,MIDW
AECI,7/8/2024,17,7/8/2024 17:00,7/8/2024 22:00,3199,3127,3504,377,377,,,,3127,3504,377,1864,1582,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,1864,1582,,,,,,,58,,,,,,,MIDW
AECI,7/8/2024,18,7/8/2024 18:00,7/8/2024 23:00,3252,3051,3515,464,464,,,,3051,3515,464,1934,1538,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,1934,1538,,,,,,,43,,,,,,,MIDW
AECI,7/8/2024,19,7/8/2024 19:00,7/9/2024 0:00,3246,2958,3445,487,487,,,,2958,3445,487,1886,1515,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,1886,1515,,,,,,,44,,,,,,,MIDW
AECI,7/8/2024,20,7/8/2024 20:00,7/9/2024 1:00,3122,2812,3027,215,215,,,,2812,3027,215,1785,1146,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,1785,1146,,,,,,,96,,,,,,,MIDW
AECI,7/8/2024,21,7/8/2024 21:00,7/9/2024 2:00,2940,2683,3034,351,351,,,,2683,3034,351,1840,1161,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,1840,1161,,,,,,,33,,,,,,,MIDW
AECI,7/8/2024,22,7/8/2024 22:00,7/9/2024 3:00,2810,2575,3032,457,457,,,,2575,3032,457,1861,1151,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1861,1151,,,,,,,20,,,,,,,MIDW
AECI,7/8/2024,23,7/8/2024 23:00,7/9/2024 4:00,2556,2341,2998,657,657,,,,2341,2998,657,1835,1161,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1835,1161,,,,,,,2,,,,,,,MIDW
AECI,7/8/2024,24,7/9/2024 0:00,7/9/2024 5:00,2278,2090,3059,969,969,,,,2090,3059,969,1882,1164,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,1882,1164,,,,,,,12,,,,,,,MIDW
AECI,7/9/2024,1,7/9/2024 1:00,7/9/2024 6:00,2061,1910,2790,880,880,,,,1910,2790,880,1629,1148,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,1629,1148,,,,,,,13,,,,,,,MIDW
AECI,7/9/2024,2,7/9/2024 2:00,7/9/2024 7:00,1907,1807,2445,638,638,,,,1807,2445,638,1357,1088,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1357,1088,,,,,,,0,,,,,,,MIDW
AECI,7/9/2024,3,7/9/2024 3:00,7/9/2024 8:00,1829,1731,2263,532,532,,,,1731,2263,532,1150,1112,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1150,1112,,,,,,,1,,,,,,,MIDW
AECI,7/9/2024,4,7/9/2024 4:00,7/9/2024 9:00,1768,1669,2356,687,687,,,,1669,2356,687,1188,1159,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1188,1159,,,,,,,9,,,,,,,MIDW
AECI,7/9/2024,5,7/9/2024 5:00,7/9/2024 10:00,1765,1687,2593,906,906,,,,1687,2593,906,1421,1156,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1421,1156,,,,,,,16,,,,,,,MIDW
AECI,7/9/2024,6,7/9/2024 6:00,7/9/2024 11:00,1819,1761,2798,1037,1037,,,,1761,2798,1037,1607,1153,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,1607,1153,,,,,,,38,,,,,,,MIDW
AECI,7/9/2024,7,7/9/2024 7:00,7/9/2024 12:00,1947,1859,2969,1110,1110,,,,1859,2969,1110,1734,1171,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,1734,1171,,,,,,,64,,,,,,,MIDW
AECI,7/9/2024,8,7/9/2024 8:00,7/9/2024 13:00,2082,1970,3050,1080,1080,,,,1970,3050,1080,1836,1127,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,1836,1127,,,,,,,87,,,,,,,MIDW
AECI,7/9/2024,9,7/9/2024 9:00,7/9/2024 14:00,2168,2044,3104,1060,1060,,,,2044,3104,1060,1870,1150,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,1870,1150,,,,,,,84,,,,,,,MIDW
AECI,7/9/2024,10,7/9/2024 10:00,7/9/2024 15:00,2268,2143,3134,991,991,,,,2143,3134,991,1940,1167,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,1940,1167,,,,,,,27,,,,,,,MIDW
AECI,7/9/2024,11,7/9/2024 11:00,7/9/2024 16:00,2359,2228,3147,919,919,,,,2228,3147,919,1918,1207,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,1918,1207,,,,,,,22,,,,,,,MIDW
AECI,7/9/2024,12,7/9/2024 12:00,7/9/2024 17:00,2452,2355,3275,920,920,,,,2355,3275,920,1962,1288,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,1962,1288,,,,,,,25,,,,,,,MIDW
AECI,7/9/2024,13,7/9/2024 13:00,7/9/2024 18:00,2542,2451,3404,953,953,,,,2451,3404,953,1966,1423,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1966,1423,,,,,,,16,,,,,,,MIDW
AECI,7/9/2024,14,7/9/2024 14:00,7/9/2024 19:00,2607,2539,3566,1027,1027,,,,2539,3566,1027,1970,1578,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,1970,1578,,,,,,,18,,,,,,,MIDW
AECI,7/9/2024,15,7/9/2024 15:00,7/9/2024 20:00,2669,2615,3565,950,950,,,,2615,3565,950,1923,1619,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,1923,1619,,,,,,,23,,,,,,,MIDW
AECI,7/9/2024,16,7/9/2024 16:00,7/9/2024 21:00,2735,2688,3537,849,849,,,,2688,3537,849,1898,1608,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,1898,1608,,,,,,,31,,,,,,,MIDW
AECI,7/9/2024,17,7/9/2024 17:00,7/9/2024 22:00,2819,2767,3637,870,870,,,,2767,3637,870,1954,1627,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,1954,1627,,,,,,,56,,,,,,,MIDW
AECI,7/9/2024,18,7/9/2024 18:00,7/9/2024 23:00,2895,2857,3658,801,801,,,,2857,3658,801,1995,1610,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,1995,1610,,,,,,,53,,,,,,,MIDW
AECI,7/9/2024,19,7/9/2024 19:00,7/10/2024 0:00,2902,2877,3631,754,754,,,,2877,3631,754,1991,1618,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,1991,1618,,,,,,,21,,,,,,,MIDW
